#symbol	H1Rosa7_d0	H1Rosa7_d1	H1Rosa7_d2	H1Rosa7_d3	H1Rosa7_d4	H1Rosa7_d5	H1Rosa7_d6	H1Rosa7_d7	H1Rosa7_d8	H1Rosa7_d10	H1Rosa7_d12	H1Rosa7_d14	H1Rosa7_d16	H1Rosa7_d18	H1Rosa7_d20	H1Rosa7_d21	H1Rosa7_d22	H1Rosa7_d24	H1Rosa7_d26	H1Rosa7_d30	H1Rosa7_d32	H1Rosa7_d34	H1Rosa7_d36	H1Rosa7_d38	H1Rosa7_d40	H1Rosa7_d42
CLDN15	3.11	4.2	4.58	0.92	0.63	1.48	0.86	1.56	2.58	0	2.95	3.03	0	5.58	0	1.66	0	0	0	7.35	5.6	0	0	4.53	3.59	1.65
CLDN16	1.48	1.27	0	0.05	0	0	0	1.22	0	1.59	5.74	0	1.69	0	4.03	0	0.6	1.95	3.57	0	3.42	0	0	1.39	1	24.49
CLDN17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN18	0.31	1.04	0.27	0	0.4	0.62	0	0	0.63	2.07	3.39	0.99	0	0	1.88	0	3.29	0.6	0.69	4.11	0.01	1.24	0.71	0	0	15.78
CLDN19	3.43	8.03	2.84	3.58	0	1.68	4.02	1.66	1.46	0.99	12.79	1.48	2.38	2.16	1.77	0	0	2.05	2.29	0	2.85	2.88	3.83	0	4.01	9.48
CLDN2	0	0	0	0	1.84	10.19	7.41	10.56	5.25	1.19	7.14	0	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84
CLDN22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN23	7.06	4.1	5.46	1.28	0	1.61	1.8	6.41	2.25	0.89	1.07	1.66	2.36	3.12	2.54	0	0	0	1.19	0	0	3.97	0	6.33	2.94	0
CLDN24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN3	17.95	26	16.31	7.91	8.52	12.44	4.62	11.86	7.64	11.01	14.89	10.22	4.85	2.4	13.06	1.4	0	4.77	7.32	6.34	0	0	0	0	0	2.7
CLDN4	25.38	29.02	9.62	0	0	3.46	4.49	5.49	0.7	8.6	8.05	5.32	2.53	0	0	4.86	0	0	0	5.28	2.18	0	0	0	2.1	0
CLDN5	0	10.1	1.57	2.21	0.79	0	4.13	2.94	4.53	1.02	0	0	0	0.89	3.89	0	0	0	0	0	0	0	0	0	0	0
CLDN6	883.38	996.06	801.43	468.3	181.99	95.85	72.07	121.12	96.85	166.1	73.76	30.83	36.02	44.62	47.31	18.17	4.88	8.85	8.49	10.07	0	4.26	5.68	0	0	0
CLDN7	59.84	38.26	25.66	4.36	0	0	0	0	0	0	0	0	0	1.58	1.15	0	9.27	0	0	0	0	0	0	1.08	0	0
CLDN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN9	2.61	2.25	0.44	0.62	0	0	0	0	0	0	0	0	0	1.48	0	0	0	0	0	0	0	0	0	0	4.67	0
CLDND1	64.99	89.54	73.25	55.5	77.75	72.26	101.58	121.98	130.25	121.02	128.57	137.42	131.34	140	142.79	141.55	114.58	99.84	144.56	218.76	173.76	162.92	177.8	107.61	213.42	160.75
CLDND2	0	0	0.92	0	0	3.27	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04	0	0	0	0	0	0
CLEC10A	0	0	0	0	0	0	0	0	0	0	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC11A	0	0.82	5.07	2.68	3.85	3.37	5.01	7.74	6.28	7.46	2.99	12.69	6.57	0	2.36	1.26	6.33	2.87	3.31	0	1.42	9.68	12.44	0	0	2.44
CLEC12A	0.75	1.61	0.62	0	0	1.09	0	0	0	0	5.89	4.55	3.24	0	3.49	0	0	0	9.77	2.76	2.8	0	0	0	0	19.21
CLEC12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC14A	0.45	0	0.37	0	0	0	0	0	0.46	0	2.64	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC16A	18.06	15.27	11.73	14.05	12.46	8.15	11.89	11.84	11.98	31.05	17.03	16.86	14.17	9.04	10.42	16.18	7.34	26.56	12.84	15.54	15.77	20.46	31.97	22.43	14.06	17.18
CLEC17A	0.52	0	0	0	0.3	0	0	0.74	0.87	0	0	0	0	0	0	0.83	0	3.73	0	0	7.93	2.26	0	0	0	14.1
CLEC18A	0	0	0.48	3.72	7.35	0	3.87	24.12	4.69	18.91	37.64	0	9.55	14.09	0	18.06	25.38	13.15	0	22.44	18.44	9.5	6.33	0	48.05	0
CLEC18B	0	0	0	0	0	4.76	10.79	3.62	17.36	0	3.26	10.52	10.72	0	8.85	10.09	0	0	0	0	0	0	0	0	0	14.05
CLEC18C	0	0	0	1.61	0	2.49	0	5.71	5.86	12.44	0	14.23	0	0	20.64	1.96	0	0	31.72	0	0	0	0	0	0	0
CLEC19A	0	2.75	1.87	2.19	7.05	12.88	31.37	34.23	42.65	50.14	79.85	11.06	5.86	4.13	1.3	0	2.55	13.85	2.56	0	18.17	4	2.24	2.47	0	31.72
CLEC1A	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56
CLEC2B	0.48	0	0	0	0	0	0	0	0	0	0	0	3.76	5.96	0	0	0	0.99	0	0	4.88	0	0	0.76	0	4.41
CLEC2D	6.93	5.34	7.31	7.9	8.29	8.64	7.04	7.11	7.59	11.05	12.74	5.38	4.13	9.5	6.39	6.07	4.18	2.24	14.88	7.63	3.45	5.63	5.61	2.21	2.63	43.77
CLEC2L	0	0	0	0	0	0	0.91	4.56	0.86	1.36	0	0	0	2.38	0	0	0	0	0	0	0	0	7.56	0	0	2.67
CLEC3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4A	0	0	1.68	0	0	0	0	0	3.81	0	1.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4C	2.24	0.13	1.37	2.94	0	0	0	0	0	0	1.75	0	0	2.47	0	0	1.92	0	0	0	0	8	3.22	0	11.27	8.17
CLEC4D	0.55	0	0	0	0	0.81	0	0.43	2.27	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4E	0	4.63	0.43	1.34	0.6	6.55	0	0.39	0	0	10.87	0	12.26	6.61	4.69	3.27	5.48	9.75	18.03	0.91	0	5.85	14.37	4.04	0	72
CLEC4F	0	0	0	0	0	0.63	0	0	0	1.4	10.98	0	0.62	0	0	0	0	0	0	2.37	0	0	0	0	4.64	2.75
CLEC4G	0	7.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC6A	0	1.42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.44	0	0	0	0	0	0	0
CLEC7A	1.09	2.89	2.86	3.89	0	3.1	2.16	4.35	2.73	0.8	23.02	2.88	0	5.02	0	2.28	9.44	0	3.25	0	0	5.26	1.81	9.12	5.93	34
CLEC9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLGN	7.33	7.91	16.16	31.88	43.17	53.26	76.17	64.62	81.63	74.77	105.93	107.61	90.43	118.4	89.63	106.86	100.88	107.58	98.57	57.79	54.3	115.57	76.1	103.94	57.18	44.72
CLIC1	260.42	163.07	177.26	243.77	243.04	181.16	204.24	318.08	263.76	290.14	345.56	283.54	303.73	309.61	268.78	283.35	207.06	215.29	162.12	203.59	193.78	204.19	91.96	82.02	104.89	82.42
CLIC2	0	0.42	0	0.46	0	1.14	2.6	0.31	1.63	0	1.96	0	0.57	0	3.04	0	0	1.49	1.71	0	3.69	0	4.95	3.47	0	3.78
CLIC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.27	0	0	0	0	0	0
CLIC4	491.3	576.48	453.82	383.69	430.55	396.94	463.06	340.93	420.32	452.56	270.61	338.28	340.44	277.84	308.39	335.16	243.36	364.35	303.23	284.98	339.08	339.13	301.82	348.87	381.1	210.98
CLIC5	0	0.38	0	1.83	0	0.27	0.4	0.14	0	1.2	2.11	0	0.53	0.53	0	0	0	1.04	0.8	0	0	0	0	0.8	0	3.54
CLIC6	1.66	2.99	1.86	0.65	0	0.82	2.73	3.1	6.04	10.48	16.63	5.49	3.21	2.78	3.93	3.24	6.38	2.63	3.03	8.72	2.6	1.01	1.7	0	3.01	2.7
CLINT1	112.91	127.94	93.45	83.04	92.07	76.9	92.31	72.92	84.69	72.49	86.69	79.75	69.59	94.37	40.8	63.5	78.5	87.22	69.25	54.74	58.83	62.27	34.75	42.33	53.5	42.54
CLIP1	15.85	10.61	19.92	18.19	32.87	30	39.16	31.54	39.84	37.38	36.32	23.59	30.72	43.6	30.66	20.29	25.52	28.66	29.42	21.49	27.37	34.89	31.68	27.86	20.04	34.79
CLIP2	26.99	15.81	20.66	21.38	19.84	19.74	15.73	28.84	31.58	33.55	51.76	31.42	40.83	37.95	47.77	36.01	51.8	54.83	50.91	50.6	60.63	60.18	101.71	80.81	116.33	79.01
CLIP3	12.52	34.1	63.54	69.69	54.48	49.68	72.09	73.29	72.67	64.72	98.22	100.1	105.43	87.15	88.26	160.2	191.02	89.58	133.17	144.02	145.55	146.81	141.66	151.66	201.81	251.72
CLIP4	0	1.06	0	0.29	0.63	0	1.36	5.61	6.89	8.9	12.16	10.88	11.4	8.12	7.29	12.32	6.18	4.2	12.9	9.56	13.4	11.69	9.44	4.66	15.58	13.47
CLK1	11.52	39.25	32.05	44.67	43.52	74.91	57.64	53.48	41.62	68.25	88.86	85.51	71.64	77.88	162.66	107.31	126.98	98.27	111.33	123.58	83.38	130.24	96.78	99.84	236.25	212.22
CLK2	47.48	32.1	36.25	51.49	55.07	51.49	34.98	38.97	31.87	61.86	24.47	35.5	48.04	21.32	52.54	36.38	17.62	35.72	36.79	38.49	43.71	32.58	8.15	57.01	45.68	27.12
CLK3	8.05	13.65	3.85	11.53	10.23	5.12	12.04	13.56	20.27	16.99	17.03	21.9	19.96	28.84	22.4	15.34	25.24	35.97	17.57	24.44	25.88	32.54	34.64	19.25	43.63	14.8
CLK4	6.75	5.92	6.36	4.48	5.9	4.38	11.63	8.62	10.06	0.69	9.16	23.14	12.81	4.84	26.3	21.11	22.05	7.2	9.21	28.86	10.29	25.42	22.34	12.9	7.62	28.51
CLLU1	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.5	0	0	0	0	0	0
CLLU1OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLMN	4.17	2.39	3.28	5.35	3.24	4.78	4.1	4.71	2.25	1.08	3.23	2.39	5.68	3.05	2.34	4.13	5.36	4.04	4.68	3.1	3.91	3.69	1.63	3.28	0.87	6.72
CLMP	19.43	9.81	12.14	8.04	15.08	12.53	10.2	2.54	2.28	3.3	8.87	5.54	3.01	5.5	5.97	8.52	9.27	11.34	8.85	34.73	17.34	16.88	7.38	12.29	7.99	18.36
CLN3	12.93	14.03	12.69	20.94	10.78	10.07	16.65	17.26	15.24	9.28	22.32	10.33	13.08	20.7	7.78	8.49	8.27	9.65	10.89	18.61	9.54	8.1	9.29	29.62	22.04	12.49
CLN5	4.15	8.96	10.43	12.47	6.71	16.8	14.14	15.42	21.91	22.92	26.82	19.55	20.74	16.77	26.47	29.58	11.83	35.77	18.94	11.16	13.45	18.6	2.08	20.32	18.33	14.57
CLN6	36.84	30.58	41.91	39.5	39.81	36.44	27.6	25.24	24.23	10.86	7.46	17.99	17.08	23.57	11.78	3.94	0.99	17.91	0	3.49	8.86	5.17	0	4.12	6.83	0
CLN8	26.6	21.08	18.38	12.15	8.65	9.72	17.05	21.85	28.28	28.53	24.8	19.06	10.34	14.72	11.22	22.83	12.19	15	20.81	16.79	13.63	16.53	19.98	7.51	18.27	43.28
CLNK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2
CLNS1A	402.28	372.89	419.98	441.62	477.65	465.51	414.34	460.21	403.33	339.12	461.49	486.5	451.46	478.63	539.78	467.53	500.07	435.8	440.69	396.19	358.33	412.55	276.44	378.65	171.16	292.14
CLOCK	23.11	17.41	30.51	28.24	24.66	27.17	25.59	23.52	25.19	24.41	26.14	33.43	34.35	29.37	27.7	40.52	39.43	31.29	27.31	25.14	22.79	15.89	13.57	35.1	30.14	20.42
CLP1	17.25	19.85	18.29	23.06	10.23	34.98	12.04	18.53	14.31	16.99	17.76	14.89	14.14	15.66	12.55	6.71	5.37	8.53	4.21	10.63	8.44	1.17	15.25	9.35	0	9.25
CLPB	12.88	27.79	18.44	15.59	26.7	5.53	16.44	22.64	18.62	25.04	16.73	18.59	20.59	15.55	18.49	9.04	7.79	17.35	20.71	19.42	16.53	20.42	35.27	9.37	14.08	6.54
CLPP	56.33	46.14	49.8	37.29	31.89	44.14	44.06	61.37	71.31	71.72	33.03	42.48	63.18	35.97	69.54	63.56	31.09	89.88	79.12	61.86	50.28	84.85	45.82	129.88	50.31	50.85
CLPS	0	0	0	3.91	0	4.67	8.44	0	0	0	0	0	2.69	0	0	0	0	0	0	0	9.31	9.05	0	0	0	0
CLPSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPSL2	0	0	0	0	0	0	0	6.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPTM1	97.23	91.74	93.73	91.37	72.74	63.07	86.3	90.97	87.7	58.73	74.79	66.04	61.48	61.53	61	58.26	57.2	75.81	86.35	70.02	76.58	71.46	46.87	101.08	60.07	69.07
CLPTM1L	99.68	91.05	59.07	77.43	91.55	75.41	93.56	100.45	106.4	98.83	69.17	56.38	68.51	74.26	55.37	56.78	62.93	80.46	56	34.66	61.09	74.77	56.75	66.08	54.38	28.58
CLPX	75.19	76.75	59.55	49.93	60.64	59.44	74.94	48.48	59.74	64.3	71.99	92.58	72.92	72.92	99.63	98.35	96.01	58.89	93.35	88.21	67.55	64.16	77.25	96.98	82.96	34.77
CLRN1	0	0	0	0	0	0	0	0	3.72	18.66	26.43	1.37	0.65	1.09	2.3	0	0	8.39	0	0	0	0	0	0.65	0	2.87
CLRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLSPN	55.31	51.28	64.58	72.62	77.85	61.45	64.98	45.57	62.74	48.24	46.23	32.36	39.38	52.16	20.77	26.15	37.89	55.52	38.48	16.83	19.97	26.36	24.48	27.24	16.38	28.18
CLSTN1	67.08	80.83	115.19	130.58	138.36	135.9	124.66	132.69	124.42	103.57	132.69	117.41	122.88	126.06	122.38	131.38	141.95	102.44	132.17	139.07	130.68	133.57	112.03	122.86	162.79	146.14
CLSTN2	0.22	1.63	4.69	0.51	0.82	1.6	25.91	42.2	77.54	136.65	127.3	17.08	24.01	31.53	18.82	30.57	25.25	51.92	42.83	41.85	36.77	37.01	61.41	38.29	49.09	55.61
CLSTN3	17.12	15.34	22.93	24.86	18.07	21.1	20.61	28.36	23.75	39.34	47.31	35.7	64.36	57.75	55.82	54.02	75.98	27.46	55.18	76.91	63.23	54.81	80.76	47.53	83.26	71.18
CLTA	569.8	476.54	374.46	384.59	411.73	355.61	332.24	386.57	339.83	477.13	352.09	348.58	324.58	372.04	311.33	281.54	368.95	520.18	317.17	306.7	298.67	288.62	403.95	351.08	258.57	242
CLTB	35.94	50.7	41.65	23.92	24.59	28.71	22.35	43.45	34.39	31.76	61.85	30.88	27.98	51.5	37.33	47.63	15.41	55.9	24.13	32.52	60.49	45.42	49.78	33.53	99.88	32.61
CLTC	362.44	401.13	337.87	301.69	285.92	241.8	264.72	237.09	285.94	320.65	236.05	235.94	237.28	282.47	223.22	231.32	233.86	304.59	231.3	221.93	251.31	253.27	255.56	272.26	203.19	219.79
CLTCL1	6.5	8.29	8.41	6.04	10.76	3.8	1.95	3.87	9.39	5.82	7	8.7	8.83	12.85	10.13	2.63	17.71	2.24	9.89	5.82	6.28	3.96	1.08	8.6	4.98	4.44
CLU	51.72	111.21	155.55	82.37	54.92	63.03	66.38	85.94	100.71	140.69	159.72	67.53	69.98	60.89	88.66	118.9	122.8	94.54	116.09	105.15	60.97	79.57	77.55	113.44	157.5	205.63
CLUAP1	21.62	29.77	31.01	32.75	51.29	52.5	58.18	41.75	50.97	58.31	65.43	67.14	55.46	77.59	88.51	52.83	55.79	111.42	41.3	70.7	95.83	76.88	55.97	91.29	66.67	72.38
CLUL1	0	0	0	0	0	0	0	0.45	3.54	0	0	4.34	1.65	2.45	0.89	0	0	5.4	1.24	1.05	10.27	9.35	7.28	0	0	0
CLVS1	0	0	0	0.36	2.3	0.9	8.66	4.75	4.07	6.94	7.16	1.84	6.99	5.2	7.06	5.04	13.89	5.73	7.91	13.96	10.77	24.82	10.48	3.96	12.01	17.5
CLVS2	2.11	2.28	2.65	4.98	9.38	12.52	2.33	3.73	1.09	5.2	13.54	23.3	23.65	42.35	57.55	17.59	36.39	23	27.63	39.98	48.48	46.22	47.18	55.28	60.99	93.36
CLYBL	2.92	4.52	5.65	2.79	4.63	2.16	2.61	2.44	1.7	1.2	5.4	8.61	5.54	3.66	7.96	2.43	2.67	7.6	13.13	8.09	5.13	5.99	5.33	4.25	8.89	0
CMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMAS	425.28	177.76	231.89	197.96	191.51	170.19	140.57	170.24	184.69	213.35	208.39	274.19	270.88	219.51	281.46	228.94	274.26	282.25	233.04	278.56	289.54	253.96	259.51	233.56	259.04	210.08
CMBL	14.45	17.07	13.42	18.08	16.34	25.09	26.21	24.58	19.38	25.02	57.19	59.46	52.89	41.85	87.3	54.95	54.78	52.36	73.53	76.06	52.56	55.44	45.3	44.4	63.65	113.83
CMC1	38.35	37.62	21.89	22.62	26.58	23.28	15.37	45.21	32.53	22.89	27.53	29.21	12.6	12.49	21.73	29.07	21.87	19.83	3.8	25.78	0	54.1	70	15.22	18.89	39.26
CMC2	66.78	97.67	88.2	64.78	79.2	77.06	58.89	96.8	103.06	43.85	58.59	88.16	59.47	61.68	62.44	94.06	34.13	50.64	32.39	71.31	25.05	78.56	73.14	19.44	29.49	19.1
CMIP	42.8	43.05	42.93	40.03	37.79	39.82	31.46	32.11	34.84	36.52	64.92	54.51	62.71	46.09	57.24	71.75	54.59	45.84	67.02	83.12	87.53	109.46	113.43	98.53	187.1	150.15
CMKLR1	0.41	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99
CMPK1	90.13	67.69	76.66	71.03	94.37	104.84	151.81	116.84	154.34	188.2	170.81	186.17	196.54	176.72	175.49	203.21	186.92	194.79	124.32	161.92	187.3	123.73	161.89	139.05	145.24	142.68
CMPK2	0.7	0	0.29	0	0	0.52	0	1.1	0	1.73	0	2.67	2.03	1	3.28	1.17	7.33	11.96	2.29	3.18	11.83	5.76	4.48	15.81	20.89	15.78
CMTM1	1.03	3.32	3.74	3.84	5.21	13.26	0	4.03	5.31	1.68	22.05	4.68	7.41	6.4	4.79	26.08	0	17.49	9.35	4.13	25	20.39	48.93	5.97	42.59	14.38
CMTM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMTM3	21.26	12.94	36.96	32.15	45.02	46.1	50.47	60.83	67.24	41.16	26.9	52.31	52.02	45.31	22.94	52.72	18.23	39.27	39.26	29.22	42.94	27.86	25.87	13.49	32.5	3.51
CMTM4	41.81	37.15	26.87	18.33	23.03	21.9	25.69	23.2	27.51	30.18	26.58	25.44	30.89	22.64	29.05	36.7	33.02	24.05	27.69	24.56	17.97	21.98	26.51	23.55	25.02	27.07
CMTM5	0	0	3.24	3.42	0	5.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMTM6	158.93	139.02	149.84	121.31	144.48	112.56	131.39	122.45	172.86	168.28	117.59	134.18	133.73	128.95	124.09	164.15	100.93	102.22	109.88	86.91	98.78	93.85	100.7	104.02	79.85	71.62
CMTM7	8.68	12.78	7.86	5.59	6.02	14.06	12.23	16.75	13.27	9.8	17.14	9.1	20.97	3.39	14.76	7.9	14.27	1.5	11.17	0	0	0	0	0	0	0
CMTM8	1.83	1.97	6.89	2.16	10.46	1.36	0	5.75	2.84	6	3.61	2.79	1.32	0	0	3.05	3.82	0	0	8.45	3.43	0	0	3.99	0	0
CMYA5	0.16	0.97	0.48	0.19	0.41	0.24	0	0.19	0.76	0.53	0.96	0	1.06	0.82	0.13	0.41	0	0.62	1.07	0	0.76	0	0.89	0.95	0	1.05
CNBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35
CNBP	460.57	353.87	373.83	417.26	446.25	482.08	512.36	451.9	430.71	441.95	448.79	528.93	559.92	417.64	488.39	573.82	483.76	369.04	386.53	500.34	440.41	316.19	372.3	333.41	319.14	409.6
CNDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0.89	0	0	0	0	0	1.55
CNDP2	114.1	102.98	96.41	101.41	87.02	68.99	78.23	84.38	83.03	55.63	60.74	33.5	48.95	57.1	39.78	36.68	24.73	56	49.51	26.51	24.91	40.56	41.29	51.99	22.31	25.32
CNEP1R1	24.58	15.27	29.37	39.33	25.36	44.76	27.16	24.61	23.3	32.4	56.34	39.38	34.91	41.08	33.28	48.11	57.86	26.34	45.27	29.91	40.98	33.29	61.75	61.34	49.64	86.79
CNFN	4.16	0	10.44	26.98	0	15.42	4.58	17.97	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGA1	1.75	1.19	1.24	0	0.88	0	1.79	2.34	0	0.27	0	0	0.53	0	0	0	7.44	4.74	0	3.67	1.43	1.35	2.7	1.6	0	14.61
CNGA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0
CNGA3	0	0.3	0.23	0	0	0	0	0	0	0.46	0	0	2.81	3.58	2.6	6.02	15.69	1.58	9.1	13.35	12.51	6.59	2.54	2.83	0.5	2.64
CNGA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48	0	0	0	0	0	0	0	0	0
CNGB1	0.54	0	0.15	0	1.04	0	0.17	0	0	2.14	6.09	2.06	3.77	2.46	1.45	0.94	3.88	3.61	9.19	6.22	5.95	7.93	4.2	4.74	6.93	13.18
CNGB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13	0	0	0	0	0	0	0	0	0	0	0
CNIH	188.71	168.07	159.23	133.41	149.4	193.33	227.01	230.72	221.24	267.99	245.41	384.42	290.21	232.91	234.76	302.22	316.25	214.37	199.39	229.77	244.39	177.72	200.94	101.36	150.17	216.86
CNIH2	8.02	11.25	14.1	24.61	18.35	26.18	8.84	20.18	17.46	31.6	6.33	24.44	40.6	32.19	63.76	33.44	57.02	30.42	57.77	35.59	53.34	65.9	65.89	54.87	105.79	77.44
CNIH3	4.02	0	0.37	1.05	0.57	2.65	2.46	0.35	0	0.73	0.88	0	1.94	0	5.56	0	0	5.92	0	0	5.86	0	0	0	3.22	0
CNIH4	129.54	118.89	118.59	84.6	106.68	80.44	115.68	180.07	114.22	137.82	89.77	117.23	70.82	77.71	68.14	131.25	47.53	46.42	38.17	80.82	68.89	105.36	63.85	76.37	41.08	45.02
CNKSR1	4.17	9	9.78	12.79	9.54	6.81	5.06	1.97	0.86	2.05	4.94	5.72	0	1.2	3.25	0	0	0	0	1.54	0.78	0	0	0	0	0
CNKSR2	16.33	45.46	76.1	93.39	51.88	42.58	49.09	35.93	31.08	24.68	24.38	20	23.35	23.67	17.35	14.24	19.55	25.68	14.44	15.23	17.32	19.31	17.85	19.44	6.71	13.14
CNKSR3	3.92	16.23	24.91	18.52	26.59	26.2	23.43	16.19	12.88	10.74	12.27	6.97	9.46	4.22	3.06	11.45	21.19	12.4	9.99	1.81	4.29	4.78	2.98	7.61	0	2.1
CNN1	18.78	57.17	17.97	11.08	14.49	29.85	70.98	102.8	127.93	85.88	78.12	16.35	15.52	25.96	25.09	15.66	8.41	27.97	8.78	6.2	17.61	7.35	7.35	1.95	12.12	4.32
CNN2	530.53	576.36	461.09	409.19	461.08	450.59	514.33	488.75	438.81	437.4	465.65	289.86	184.46	189.24	214.14	183.24	178.17	253.77	225.49	167.48	148.03	127.8	210.97	136.89	144.63	148.11
CNN3	364.23	566.31	639.51	747.52	947.29	994.93	1111.3	1213.53	1375.32	1279.34	1032.11	840.14	885.09	851.52	889.71	1039.54	970.7	1107.84	940.57	975.8	933.42	852.29	909.36	794.49	1126.13	867.18
CNNM1	1.06	0.2	0	0.63	0	1.28	1.34	1.56	1.71	4.06	5.68	5.49	3.42	3.81	4.98	1.21	5.05	1.37	3.58	3.63	2.66	2.42	3.36	5.17	2.68	10.45
CNNM2	10.97	12.36	18.16	22.76	13.94	7.19	10.12	10.57	5.34	5.02	8.56	9.71	7.74	8.12	7.15	7.66	9.06	9.76	13.29	8.96	10.04	14.43	5.64	11.51	26.3	14.9
CNNM3	28.88	22.3	25.27	29.16	29.5	37.28	30.02	29.05	32.69	28.08	44.47	37.47	31.31	20.6	26.38	24.29	21.83	22.12	32.43	26.38	25.34	23.41	26.34	9.57	28.07	41.73
CNNM4	11.85	14.53	19.54	22	17.84	24.73	28.29	18.79	17.05	17.51	12.99	20.05	17.13	17.29	11.63	28.56	17.89	15.06	9.11	21.08	13.58	20.02	22.42	15.96	17.04	26.82
CNO	16.52	16.34	13.49	17.05	20.12	26.55	12.14	15.76	17.12	9.04	9.52	9.44	13.76	18.74	10.81	9.18	4.32	34.21	13.51	12.72	2.58	7.54	21.54	41.71	6.22	7.44
CNOT1	227.38	213.96	244.33	245.69	222.06	227.71	219.29	203.12	201.2	180.2	191.38	220.71	185.08	176.02	166.53	198.28	174.53	132.34	156.95	157.55	174.33	120.92	110.93	128.23	87.8	80.6
CNOT10	52.04	77.85	65.24	73.51	58.67	47.9	44.32	51.33	45.53	47.45	32.05	41.74	59.71	60.26	37.95	44.48	40.77	38.43	57.37	39.55	54.92	51.39	49.56	65.56	29.01	17.41
